fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,mean_fitness,mean_accuracy,mean_error_chance,mean_error_utility
binary,top70,1,5,3,0.344000,53.41,1.530529,18.520928
binary,top70,1,5,4,0.284000,53.46,1.517637,18.685362
binary,top70,1,5,5,0.270000,52.79,1.552570,18.699841
binary,top70,1,5,6,0.272000,52.56,1.573967,18.697941
binary,top70,1,5,7,0.254000,52.84,1.598708,18.671162
binary,top70,2,10,1,0.990000,51.45,1.508490,18.626932
binary,top70,2,10,2,0.900000,50.07,1.514973,18.022794
binary,top70,2,10,3,0.738000,52.07,1.536720,18.486193
binary,top70,2,10,4,0.678000,51.41,1.545593,18.866203
binary,top70,2,10,5,0.616000,52.11,1.578584,19.208177
binary,top70,2,10,6,0.512000,53.52,1.531463,19.219618
binary,top70,2,10,7,0.466000,55.01,1.555643,19.060381
binary,top70,2,10,8,0.322000,55.15,1.542097,19.661502
binary,top70,4,20,1,1.988000,51.45,1.508490,18.626932
binary,top70,4,20,2,1.848000,52.11,1.507763,18.331593
binary,top70,4,20,3,1.562000,53.18,1.516450,18.488212
binary,top70,4,20,4,1.406000,53.21,1.534275,19.302546
binary,top70,4,20,5,1.216000,55.22,1.578470,19.724768
binary,top70,4,20,6,1.078000,55.82,1.600955,19.699400
binary,top70,4,20,7,0.912000,57.15,1.595166,20.788075
binary,top70,4,20,8,0.682000,59.35,1.631644,20.712330
binary,top70,4,20,9,0.554000,59.86,1.705960,20.507125
binary,top70,4,20,10,0.480000,60.91,1.730992,20.419605
binary,top70,4,20,11,0.436000,60.39,1.742286,20.647974
binary,top70,4,20,12,0.406000,61.32,1.778048,20.711268
binary,top70,4,20,13,0.352000,62.25,1.810215,20.749078
binary,top70,8,40,1,3.920000,51.45,1.508490,18.626932
binary,top70,8,40,2,3.708000,52.00,1.530662,18.141230
binary,top70,8,40,3,3.548000,52.63,1.555263,18.183092
binary,top70,8,40,4,3.186000,56.04,1.572262,17.930102
binary,top70,8,40,5,3.102000,56.35,1.584299,18.927722
binary,top70,8,40,6,2.712000,58.73,1.603850,19.562707
binary,top70,8,40,7,2.328000,61.08,1.614649,19.820890
binary,top70,8,40,8,2.062000,61.92,1.663093,20.061729
binary,top70,8,40,9,1.990000,62.32,1.674130,19.940158
binary,top70,8,40,10,1.652000,64.24,1.720850,20.061565
binary,top70,8,40,11,1.502000,65.38,1.757593,20.201031
binary,top70,8,40,12,1.488000,65.82,1.767754,20.193154
binary,top70,8,40,13,1.256000,68.25,1.773286,20.197427
binary,top70,8,40,14,1.098000,68.00,1.748279,20.063289
binary,top70,8,40,15,1.026000,68.35,1.759364,20.476079
binary,top70,8,40,16,0.864000,70.39,1.757981,20.300626
binary,top70,8,40,17,0.726000,70.30,1.760140,20.341762
binary,top70,8,40,18,0.692000,70.70,1.723499,20.497419
binary,top70,8,40,19,0.630000,72.33,1.744432,20.835541
binary,top70,8,40,20,0.540000,72.77,1.757946,20.261954
binary,top70,8,40,21,0.494000,73.35,1.759869,20.172887
binary,top70,8,40,22,0.436000,73.52,1.768360,20.267699
binary,top70,8,40,23,0.414000,73.79,1.748324,20.030085
binary,top70,12,60,1,5.874000,51.45,1.508490,18.626932
binary,top70,12,60,2,5.548000,54.29,1.546855,18.308984
binary,top70,12,60,3,5.310000,53.83,1.575317,18.461154
binary,top70,12,60,4,4.974000,56.04,1.609477,18.726291
binary,top70,12,60,5,4.542000,58.33,1.544921,18.831598
binary,top70,12,60,6,4.346000,59.18,1.564210,17.748289
binary,top70,12,60,7,3.882000,61.91,1.528868,18.406042
binary,top70,12,60,8,3.476000,64.12,1.554566,18.462073
binary,top70,12,60,9,2.932000,68.01,1.567962,18.008213
binary,top70,12,60,10,2.732000,68.97,1.522894,18.020938
binary,top70,12,60,11,2.290000,71.89,1.523984,18.245013
binary,top70,12,60,12,2.004000,73.18,1.512124,17.786726
binary,top70,12,60,13,1.804000,74.81,1.547488,18.019162
binary,top70,12,60,14,1.566000,75.63,1.537987,18.220937
binary,top70,12,60,15,1.378000,77.40,1.553628,18.502053
binary,top70,12,60,16,1.108000,78.82,1.568889,18.367920
binary,top70,12,60,17,1.026000,78.34,1.563426,18.595444
binary,top70,12,60,18,0.898000,80.13,1.574184,19.260726
binary,top70,12,60,19,0.834000,80.17,1.575160,18.969354
binary,top70,12,60,20,0.816000,80.00,1.573181,18.936779
binary,top70,12,60,21,0.686000,80.88,1.581638,19.262931
binary,top70,12,60,22,0.674000,81.12,1.616731,19.298061
binary,top70,12,60,23,0.604000,81.94,1.607452,19.361515
binary,top70,12,60,24,0.610000,81.57,1.590362,19.414227
binary,top90,1,5,1,0.512000,51.45,1.508490,18.626932
binary,top90,1,5,2,0.410000,51.58,1.527131,18.112314
binary,top90,1,5,3,0.326000,51.96,1.568222,18.539769
binary,top90,1,5,4,0.290000,51.46,1.602385,18.529987
binary,top90,1,5,5,0.262000,52.70,1.653316,18.482836
binary,top90,1,5,6,0.234000,53.20,1.644623,18.306840
binary,top90,1,5,7,0.170000,53.93,1.620865,18.372527
binary,top90,1,5,8,0.132000,53.15,1.619154,18.354178
binary,top90,1,5,9,0.118000,53.87,1.672313,18.450085
binary,top90,1,5,10,0.088000,53.53,1.677684,18.693178
binary,top90,1,5,11,0.078000,54.01,1.681942,18.791521
binary,top90,2,10,1,0.990000,51.45,1.508490,18.626932
binary,top90,2,10,2,0.878000,49.53,1.559900,18.493816
binary,top90,2,10,3,0.778000,51.60,1.611121,18.717007
binary,top90,2,10,4,0.714000,50.95,1.613125,18.738439
binary,top90,2,10,5,0.566000,51.35,1.611068,18.650702
binary,top90,2,10,6,0.554000,51.34,1.621102,18.603579
binary,top90,2,10,7,0.464000,51.63,1.612700,19.402209
binary,top90,2,10,8,0.380000,52.09,1.667987,19.270593
binary,top90,2,10,9,0.318000,53.18,1.626187,19.491419
binary,top90,2,10,10,0.268000,54.32,1.677905,20.017042
binary,top90,2,10,11,0.272000,54.72,1.685314,20.600673
binary,top90,2,10,12,0.216000,55.85,1.723394,21.049008
binary,top90,2,10,13,0.164000,56.47,1.708316,21.163075
binary,top90,2,10,14,0.156000,56.40,1.728232,21.473562
binary,top90,2,10,15,0.134000,56.66,1.756619,21.484858
binary,top90,2,10,16,0.134000,56.52,1.757931,21.455804
binary,top90,2,10,17,0.140000,56.23,1.744142,21.622758
binary,top90,2,10,18,0.156000,56.69,1.746046,21.583771
binary,top90,2,10,19,0.144000,56.50,1.738604,21.648617
binary,top90,2,10,20,0.132000,56.76,1.733679,21.556932
binary,top90,2,10,21,0.144000,56.99,1.736938,21.524608
binary,top90,2,10,22,0.138000,57.13,1.730625,21.390325
binary,top90,4,20,1,1.988000,51.45,1.508490,18.626932
binary,top90,4,20,2,1.802000,51.74,1.533743,18.387901
binary,top90,4,20,3,1.570000,52.47,1.569810,18.537660
binary,top90,4,20,4,1.430000,54.30,1.565756,18.503525
binary,top90,4,20,5,1.102000,56.27,1.650873,19.364349
binary,top90,4,20,6,0.948000,58.27,1.668045,20.432439
binary,top90,4,20,7,0.824000,58.66,1.749511,20.439383
binary,top90,4,20,8,0.660000,59.93,1.750542,20.252491
binary,top90,4,20,9,0.572000,61.40,1.751060,20.555612
binary,top90,4,20,10,0.356000,62.77,1.774647,20.716223
binary,top90,4,20,11,0.384000,62.52,1.744559,20.962792
binary,top90,4,20,12,0.236000,62.83,1.751497,21.439599
binary,top90,4,20,13,0.262000,62.59,1.732485,21.518083
binary,top90,4,20,14,0.232000,62.80,1.766255,21.378914
binary,top90,4,20,15,0.194000,63.86,1.768576,22.021976
binary,top90,4,20,16,0.198000,64.38,1.755711,21.928883
binary,top90,4,20,17,0.206000,63.58,1.774545,22.008389
binary,top90,4,20,18,0.178000,64.42,1.735354,21.861359
binary,top90,4,20,19,0.204000,64.73,1.757673,22.060899
binary,top90,4,20,20,0.188000,64.83,1.776525,21.780378
binary,top90,4,20,21,0.144000,64.32,1.760653,21.916008
binary,top90,4,20,22,0.144000,65.01,1.768513,21.659126
binary,top90,8,40,1,3.920000,51.45,1.508490,18.626932
binary,top90,8,40,2,3.508000,52.60,1.581100,18.769657
binary,top90,8,40,3,3.408000,54.34,1.593116,18.945187
binary,top90,8,40,4,3.396000,54.49,1.632935,18.720090
binary,top90,8,40,5,3.120000,56.58,1.632734,18.674525
binary,top90,8,40,6,2.892000,57.41,1.671740,18.825094
binary,top90,8,40,7,2.438000,60.95,1.679866,18.822976
binary,top90,8,40,8,2.314000,61.68,1.623591,19.531424
binary,top90,8,40,9,1.910000,64.01,1.606191,19.206259
binary,top90,8,40,10,1.692000,65.60,1.627899,19.382976
binary,top90,8,40,11,1.408000,68.18,1.661954,19.105720
binary,top90,8,40,12,1.280000,69.22,1.691170,18.880639
binary,top90,8,40,13,1.174000,71.01,1.680944,18.509842
binary,top90,8,40,14,0.994000,71.13,1.707900,18.567365
binary,top90,8,40,15,0.714000,73.59,1.703132,18.876916
binary,top90,8,40,16,0.648000,75.06,1.729725,18.738101
binary,top90,8,40,17,0.582000,75.27,1.772601,18.478553
binary,top90,8,40,18,0.518000,76.21,1.778420,18.848923
binary,top90,8,40,19,0.470000,76.66,1.741031,18.719478
binary,top90,8,40,20,0.344000,75.92,1.741058,18.652583
binary,top90,8,40,21,0.348000,77.11,1.767543,18.705715
binary,top90,8,40,22,0.406000,76.72,1.804472,18.626884
binary,top90,12,60,1,5.874000,51.45,1.508490,18.626932
binary,top90,12,60,2,5.498000,53.25,1.545937,18.316179
binary,top90,12,60,3,5.340000,54.23,1.581810,18.354515
binary,top90,12,60,4,5.042000,55.62,1.617431,19.071160
binary,top90,12,60,5,4.548000,58.87,1.620636,18.704613
binary,top90,12,60,6,4.028000,62.14,1.576416,19.418606
binary,top90,12,60,7,3.850000,62.51,1.582372,19.132788
binary,top90,12,60,8,3.444000,65.06,1.526785,18.611342
binary,top90,12,60,9,3.062000,66.83,1.596381,18.709112
binary,top90,12,60,10,2.718000,68.73,1.579553,18.458937
binary,top90,12,60,11,2.430000,70.55,1.619234,18.454790
binary,top90,12,60,12,2.044000,72.63,1.677769,18.987338
binary,top90,12,60,13,1.962000,73.37,1.662382,18.971579
binary,top90,12,60,14,1.564000,76.80,1.651731,18.963967
binary,top90,12,60,15,1.364000,78.09,1.677958,18.827007
binary,top90,12,60,16,1.180000,78.85,1.675718,19.416190
binary,top90,12,60,17,1.052000,80.14,1.710687,19.275521
binary,top90,12,60,18,0.956000,80.42,1.690397,18.990495
binary,top90,12,60,19,0.774000,81.73,1.656019,18.628801
binary,top90,12,60,20,0.666000,82.49,1.641069,18.625990
binary,top90,12,60,21,0.668000,82.69,1.651236,18.516920
binary,top90,12,60,22,0.646000,82.97,1.639834,18.397130
binary,top90,12,60,23,0.592000,82.81,1.634032,18.217711
binary,top90,12,60,24,0.644000,82.03,1.646060,18.226405
binary,top90,12,60,25,0.636000,82.13,1.643368,18.286954
binary,top90,12,60,26,0.602000,83.17,1.636722,18.212027
binary,top90,12,60,27,0.620000,83.03,1.636441,18.110441
binary,top90,12,60,28,0.636000,83.01,1.636344,18.153760
binary,top90,12,60,29,0.628000,83.31,1.632020,18.130280
margin,top10,1,5,1,1.970130,51.45,1.508490,18.626932
margin,top10,2,10,1,3.751406,51.45,1.508490,18.626932
margin,top10,2,10,2,3.313377,50.92,1.513940,17.991956
margin,top10,2,10,3,3.252562,50.75,1.521687,17.964124
margin,top10,2,10,4,3.247411,50.36,1.522084,17.804293
margin,top10,2,10,5,3.070437,51.22,1.515144,17.931554
margin,top10,4,20,1,7.465195,51.45,1.508490,18.626932
margin,top10,4,20,2,6.490492,51.45,1.494638,18.662749
margin,top10,4,20,3,5.355882,52.44,1.544657,18.553864
margin,top10,4,20,4,5.024018,52.85,1.563100,18.686039
margin,top10,4,20,5,4.664514,53.74,1.545729,19.138945
margin,top10,4,20,6,4.374879,53.20,1.529646,18.921400
margin,top10,4,20,7,4.159885,54.45,1.500742,19.360561
margin,top10,4,20,8,3.956953,54.95,1.518596,19.407804
margin,top10,4,20,9,3.707991,55.51,1.531068,19.676744
margin,top10,8,40,1,14.689119,51.45,1.508490,18.626932
margin,top10,8,40,2,13.852031,52.43,1.542554,18.549440
margin,top10,8,40,3,12.819250,54.34,1.560546,19.542430
margin,top10,8,40,4,11.668706,55.33,1.625132,19.821666
margin,top10,8,40,5,11.795224,56.36,1.601262,19.578299
margin,top10,8,40,6,10.088625,58.28,1.642912,19.366454
margin,top10,8,40,7,9.862162,59.52,1.639200,19.902123
margin,top10,8,40,8,9.173567,60.96,1.723356,20.281772
margin,top10,8,40,9,8.581409,62.48,1.735607,19.925552
margin,top10,8,40,10,7.576324,64.32,1.765952,20.790156
margin,top10,8,40,11,6.764254,66.33,1.784302,20.979787
margin,top10,8,40,12,5.681705,67.95,1.785964,21.584679
margin,top10,8,40,13,4.846849,68.56,1.757761,21.678500
margin,top10,8,40,14,4.074211,71.62,1.778729,21.565415
margin,top10,8,40,15,3.557702,73.03,1.790861,21.756618
margin,top10,8,40,16,2.989133,73.05,1.828740,21.646368
margin,top10,8,40,17,2.492758,73.89,1.824859,21.502207
margin,top10,8,40,18,2.453978,75.65,1.819774,21.655307
margin,top10,8,40,19,2.347467,75.57,1.821321,21.685603
margin,top10,8,40,20,2.284568,75.52,1.811492,21.698242
margin,top10,8,40,21,2.210889,75.95,1.826613,21.682890
margin,top10,8,40,22,2.271922,75.84,1.815293,21.658111
margin,top10,12,60,1,21.794408,51.45,1.508490,18.626932
margin,top10,12,60,2,20.211789,53.20,1.531776,17.529946
margin,top10,12,60,3,19.672290,54.81,1.493047,18.220841
margin,top10,12,60,4,17.782510,56.17,1.563503,18.309896
margin,top10,12,60,5,16.739730,57.49,1.568034,18.630498
margin,top10,12,60,6,16.550032,58.44,1.599554,19.596723
margin,top10,12,60,7,14.960201,60.62,1.582872,20.059515
margin,top10,12,60,8,14.418938,61.21,1.560069,20.255795
margin,top10,12,60,9,13.393538,62.92,1.577144,20.487014
margin,top10,12,60,10,13.374714,63.98,1.574035,20.346378
margin,top10,12,60,11,11.241115,66.55,1.587266,20.013346
margin,top10,12,60,12,10.921181,68.69,1.628217,19.774203
margin,top10,12,60,13,9.110059,71.84,1.673172,19.088838
margin,top10,12,60,14,8.067297,73.68,1.695779,19.499894
margin,top10,12,60,15,7.341989,75.16,1.696866,19.241005
margin,top10,12,60,16,6.532288,76.56,1.708092,18.657733
margin,top10,12,60,17,5.364464,78.99,1.731651,18.583053
margin,top10,12,60,18,5.164489,80.15,1.727290,18.848503
margin,top10,12,60,19,4.667198,81.36,1.736168,19.049380
margin,top10,12,60,20,4.159697,82.32,1.775074,19.210813
margin,top10,12,60,21,3.911352,82.60,1.754817,18.920775
margin,top10,12,60,22,3.689026,81.84,1.741441,18.662885
margin,top10,12,60,23,3.689712,82.89,1.754684,18.505748
margin,top10,12,60,24,3.299007,83.33,1.777177,18.468118
margin,top10,12,60,25,3.040141,83.80,1.770609,18.691394
margin,top10,12,60,26,3.117762,84.28,1.737950,18.354892
margin,top10,12,60,27,2.956924,84.17,1.741031,18.410539
margin,top10,12,60,28,2.982538,84.62,1.731851,18.283697
margin,top10,12,60,29,2.820343,85.27,1.740868,18.476866
margin,top10,12,60,30,2.829114,85.06,1.735121,18.761015
margin,top10,12,60,31,2.532576,85.26,1.724995,18.892916
margin,top10,12,60,32,2.425555,85.54,1.728105,18.942525
margin,top10,12,60,33,2.441639,85.25,1.739963,18.812423
margin,top10,12,60,34,2.302276,85.48,1.731312,18.964427
margin,top10,12,60,35,2.222179,85.87,1.723551,18.973656
margin,top10,12,60,36,2.251277,85.74,1.731264,18.995860
margin,top10,12,60,37,2.188379,86.08,1.742423,19.042246
margin,top30,1,5,1,1.970130,51.45,1.508490,18.626932
margin,top30,1,5,2,1.499747,50.30,1.485959,18.354931
margin,top30,2,10,1,3.751406,51.45,1.508490,18.626932
margin,top30,2,10,2,3.037439,51.02,1.557160,18.254157
margin,top30,2,10,3,2.900904,51.85,1.625112,17.528483
margin,top30,2,10,4,2.439920,50.95,1.667309,18.198105
margin,top30,2,10,5,2.255403,53.76,1.743902,18.288221
margin,top30,2,10,6,2.022636,53.66,1.742659,18.197285
margin,top30,2,10,7,1.956549,54.74,1.724657,18.056935
margin,top30,2,10,8,1.807870,54.77,1.709458,18.370803
margin,top30,4,20,1,7.465195,51.45,1.508490,18.626932
margin,top30,4,20,2,6.985167,50.69,1.500062,18.302214
margin,top30,4,20,3,5.535148,53.47,1.528363,18.157528
margin,top30,4,20,4,5.203528,53.73,1.587061,18.139216
margin,top30,4,20,5,4.682832,55.58,1.601976,18.395332
margin,top30,4,20,6,4.202162,56.62,1.647895,18.451846
margin,top30,4,20,7,3.401331,58.24,1.656020,18.678664
margin,top30,4,20,8,3.040721,59.46,1.712035,18.585028
margin,top30,4,20,9,2.711445,60.07,1.721508,19.074062
margin,top30,4,20,10,2.186665,61.93,1.697207,18.277964
margin,top30,4,20,11,2.079115,61.79,1.671667,18.502604
margin,top30,4,20,12,1.679767,63.33,1.675558,18.516225
margin,top30,4,20,13,1.539069,62.51,1.699400,18.524510
margin,top30,4,20,14,1.538416,62.74,1.741444,18.571974
margin,top30,8,40,1,14.689119,51.45,1.508490,18.626932
margin,top30,8,40,2,13.475637,50.66,1.551417,18.135194
margin,top30,8,40,3,12.738948,51.96,1.628528,17.974717
margin,top30,8,40,4,11.982110,53.13,1.563685,18.170255
margin,top30,8,40,5,10.745316,54.68,1.593091,18.604124
margin,top30,8,40,6,10.278741,55.92,1.648525,18.663191
margin,top30,8,40,7,9.575838,56.13,1.659674,18.965801
margin,top30,8,40,8,8.435133,58.44,1.610003,18.880120
margin,top30,8,40,9,7.573667,59.60,1.622594,19.689056
margin,top30,8,40,10,6.999197,61.20,1.671098,19.696038
margin,top30,8,40,11,6.972840,61.28,1.597871,20.135972
margin,top30,8,40,12,6.001953,63.50,1.619405,20.987765
margin,top30,8,40,13,6.052793,62.73,1.626154,21.304909
margin,top30,8,40,14,4.877029,64.89,1.604676,21.477885
margin,top30,8,40,15,4.602468,66.80,1.608583,21.401843
margin,top30,8,40,16,4.458951,67.32,1.628699,21.589998
margin,top30,8,40,17,3.843816,68.76,1.650236,21.057709
margin,top30,8,40,18,3.137552,69.92,1.678822,20.931408
margin,top30,8,40,19,2.796720,70.07,1.731718,21.034998
margin,top30,8,40,20,2.728229,71.05,1.742379,20.954790
margin,top30,8,40,21,2.429035,71.81,1.765234,20.913005
margin,top30,8,40,22,2.243379,73.14,1.771786,20.717375
margin,top30,8,40,23,1.994394,74.17,1.790953,21.158221
margin,top30,8,40,24,1.760756,75.10,1.799442,21.301016
margin,top30,8,40,25,1.810415,75.35,1.790408,21.250634
margin,top30,8,40,26,1.975090,75.05,1.766580,21.367364
margin,top30,8,40,27,1.655330,76.20,1.798735,21.429231
margin,top30,12,60,1,21.794408,51.45,1.508490,18.626932
margin,top30,12,60,2,20.247918,52.82,1.500998,18.710412
margin,top30,12,60,3,19.271939,53.32,1.497917,18.582965
margin,top30,12,60,4,19.156652,54.07,1.574863,19.006962
margin,top30,12,60,5,17.707096,56.19,1.589118,19.269543
margin,top30,12,60,6,17.163757,57.21,1.631955,18.324011
margin,top30,12,60,7,15.839730,58.22,1.634012,18.940278
margin,top30,12,60,8,15.408111,60.63,1.634045,19.229863
margin,top30,12,60,9,14.529658,60.43,1.601801,19.883233
margin,top30,12,60,10,13.304388,65.18,1.601955,19.911663
margin,top30,12,60,11,11.541361,66.95,1.606746,20.184863
margin,top30,12,60,12,10.065889,68.86,1.575436,20.367135
margin,top30,12,60,13,9.945934,71.00,1.602587,20.587739
margin,top30,12,60,14,9.388795,72.61,1.599016,21.105202
margin,top30,12,60,15,9.311685,72.00,1.580683,21.371179
margin,top30,12,60,16,7.941492,75.50,1.598297,21.564685
margin,top30,12,60,17,7.708572,76.97,1.582404,21.833214
margin,top30,12,60,18,6.925119,78.35,1.633822,22.269931
margin,top30,12,60,19,5.980509,80.80,1.637834,22.316144
margin,top30,12,60,20,5.394058,81.99,1.616314,22.858075
margin,top30,12,60,21,4.910712,82.44,1.616145,23.326294
margin,top30,12,60,22,4.709134,82.61,1.596160,23.502592
margin,top30,12,60,23,4.349885,83.31,1.560311,23.093741
margin,top30,12,60,24,3.978765,83.82,1.564433,22.953055
margin,top30,12,60,25,4.239128,83.82,1.558717,22.727882
margin,top30,12,60,26,3.794039,83.89,1.538459,22.703336
margin,top30,12,60,27,3.516859,84.18,1.531885,22.672769
margin,top30,12,60,28,3.420871,84.19,1.553262,22.822256
margin,top30,12,60,29,3.231512,83.66,1.531641,22.749602
margin,top30,12,60,30,3.190284,83.71,1.577982,22.441123
margin,top30,12,60,31,3.152929,83.55,1.576133,22.710115
margin,top30,12,60,32,2.896375,83.62,1.603511,22.488808
margin,top30,12,60,33,2.816434,84.09,1.599595,22.591604
margin,top30,12,60,34,2.652792,84.21,1.639879,22.422094
margin,top30,12,60,35,2.549193,84.53,1.646422,22.399693
margin,top30,12,60,36,2.411237,84.72,1.625579,22.459785
margin,top70,1,5,1,1.970130,51.45,1.508490,18.626932
margin,top70,1,5,2,1.329636,50.45,1.587495,17.981528
margin,top70,1,5,3,1.186149,52.13,1.620766,18.137474
margin,top70,1,5,4,0.835283,52.25,1.670986,18.369407
margin,top70,1,5,5,0.826624,52.71,1.639681,18.955648
margin,top70,1,5,6,0.716096,52.91,1.673833,19.622106
